Probe.ElapsedSecs         Probe.Earth.RMAG          Probe.X                   Probe.Y                   Probe.Z                   Probe.VX                  Probe.VY                  Probe.VZ                  Probe.TotalMass           
0                         6771                      6771                      0                         0                         0                         7.672599                  0                         1000                      
Probe.ElapsedSecs         Probe.Earth.RMAG          Probe.X                   Probe.Y                   Probe.Z                   Probe.VX                  Probe.VY                  Probe.VZ                  Probe.TotalMass           
11660000                  117231.881697             -108388.651495            -44667.8219018            0                         0.644478259867            -1.72991855058            0                         999.940570846             
11680000                  118507.409698             -90400.5979361            -76627.2669883            0                         1.13752323413             -1.44140334998            0                         999.94046891              
11700000                  119803.323497             -63686.9580489            -101473.187076            0                         1.51118525991             -1.02556473069            0                         999.940366973             
11720000                  121119.999617             -30935.0316086            -117102.852768            0                         1.73810090753             -0.527789720742           0                         999.940265036             
11740000                  122457.852087             4777.7380521              -122364.61399             0                         1.80661923724             0.00305883550861          0                         999.940163099             
11760000                  123817.33247              40292.9100377             -117077.808403            0                         1.72004786608             0.519495862508            0                         999.940061162             
11780000                  125198.927466             72651.7337098             -101963.214091            0                         1.49462480918             0.979452150179            0                         999.939959226             
11800000                  126603.154738             99325.8649987             -78503.0657484            0                         1.15661878107             1.34925193227             0                         999.939857289             
11820000                  128030.557587             118384.815444             -48753.0424531            0                         0.738968909547            1.60543347436             0                         999.939755352             
11840000                  129481.699171             128594.775252             -15129.2497533            0                         0.277840616397            1.73544325452             0                         999.939653415             
11860000                  130957.156829             129450.389623             19808.4212166             0                         -0.190589063597           1.73733185136             0                         999.939551478             
11880000                  132457.516993             121146.552169             53558.4419623             0                         -0.632883237084           1.61864470032             0                         999.939449542             
11900000                  133983.371037             104501.102453             83851.4358884             0                         -1.02048511788            1.39473451415             0                         999.939347605             
11920000                  135535.312248             80841.4751969             108786.38129              0                         -1.33117767063            1.08672833036             0                         999.939245668             
11940000                  137113.934024             51869.0020495             126924.534783             0                         -1.54986393798            0.719366512332            0                         999.939143731             
11960000                  138719.829238             19513.9715697             137340.438099             0                         -1.66872392379            0.318899966243            0                         999.939041794             
11980000                  140353.590681             -14206.9779716            139632.7046               0                         -1.68684254104            -0.0888083796064          0                         999.938939858             
12000000                  142015.812387             -47321.7012295            133899.766844             0                         -1.60942585318            -0.479875554833           0                         999.938837921             
12020000                  143707.091648             -78014.6433626            120687.379667             0                         -1.44673132642            -0.833624470409           0                         999.938735984             
12040000                  145428.031483             -104715.711467            100915.470136             0                         -1.21283460694            -1.13342266615            0                         999.938634047             
12060000                  147179.243363             -126163.781602            75792.0173166             0                         -0.924343385119           -1.36714463654            0                         999.93853211              
12080000                  148961.349999             -141444.744356            46721.1738689             0                         -0.599151181821           -1.52729277206            0                         999.938430174             
12100000                  150774.988019             -150005.643893            15211.9628005             0                         -0.25530311949            -1.61082847863            0                         999.938328237             
12120000                  152620.810423             -151647.691132            -17207.2527846            0                         0.0899757692045           -1.6187743245             0                         999.9382263               
12140000                  154499.488723             -146501.73529             -49064.5857286            0                         0.421059592586            -1.555651085              0                         999.938124363             
12160000                  156411.714713             -134990.194163            -79008.0500927            0                         0.724496034008            -1.42881154611            0                         999.938022426             
12180000                  158358.201842             -117779.527187            -105855.104112            0                         0.989379220945            -1.2477272012             0                         999.93792049              
12200000                  160339.686205             -95727.152548             -128627.863379            0                         1.20753567423             -1.02327580496            0                         999.937818553             
12220000                  162356.927165             -69826.3295636            -146574.402602            0                         1.37354613771             -0.767068269396           0                         999.937716616             
12240000                  164410.707659             -41152.0168532            -159177.235501            0                         1.48463105818             -0.49084354615            0                         999.937614679             
12260000                  166501.83422              -10810.1352276            -166150.539496            0                         1.5404296842              -0.205950672331           0                         999.937512743             
12280000                  168631.13679              20107.9378291             -167427.987897            0                         1.54270268647             0.077071410145            0                         999.937410806             
12300000                  170799.468361             50564.3977155             -163143.188874            0                         1.49498640428             0.348812988199            0                         999.937308869             
12320000                  173007.704509             79606.855525              -153604.734213            0                         1.40222380895             0.601214329166            0                         999.937206932             
12340000                  175256.742858             106392.7484               -139267.760107            0                         1.27039351126             0.827695222244            0                         999.937104995             
12360000                  177547.502531             130206.457394             -120703.745212            0                         1.10615402518             1.02320362413             0                         999.937003059             
12380000                  179880.923606             150469.575426             -98570.0438684            0                         0.916516353639            1.18419563654             0                         999.936901122             
12400000                  182257.966608             166744.989372             -73580.3976023            0                         0.708554028063            1.30855990493             0                         999.936799185             
12420000                  184679.61207              178735.586675             -46477.4049411            0                         0.489156180119            1.39549953411             0                         999.936697248             
12440000                  187146.860154             186278.476939             -18007.6732242            0                         0.264826158218            1.44538396604             0                         999.936595311             
12460000                  189660.730356             189335.642965             11099.862262              0                         0.041525672012            1.45958214491             0                         999.936493375             
12480000                  192222.261285             187981.914675             40152.1791267             0                         -0.175437535169           1.440286872               0                         999.936391438             
12500000                  194832.510519             182391.103853             68506.8784184             0                         -0.381481948965           1.39033867124             0                         999.936289501             
12520000                  197492.554537             172821.057793             95583.424719              0                         -0.572788933161           1.3130558614              0                         999.936187564             
12540000                  200203.488699             159598.294485             120871.093668             0                         -0.746308792387           1.21207595356             0                         999.936085627             
12560000                  202966.427289             143102.77865              143933.892287             0                         -0.8997415048             1.09121202787             0                         999.935983691             
12580000                  205782.503593             123753.292845             164412.777165             0                         -1.03149733374            0.954326434661            0                         999.935881754             
12600000                  208652.870005             101993.755994             182025.5309               0                         -1.14064226904            0.805223038172            0                         999.935779817             
12620000                  211578.698149             78280.7465417             196564.67188              0                         -1.22683283962            0.647558284653            0                         999.93567788              
12640000                  214561.179015             53072.4015668             207893.770306             0                         -1.29024433242            0.484770629723            0                         999.935575943             
12660000                  217601.52308              26818.788009              215942.528133             0                         -1.33149589321            0.320027291397            0                         999.935474007             
12680000                  220700.96043              -46.2215794088            220700.95559              0                         -1.35157540878            0.156186889004            0                         999.93537207              
12700000                  223860.740852             -27111.5886568            222212.945292             0                         -1.35176650572            -0.00422373578323         0                         999.935270133             
12720000                  227082.133904             -53994.3249008            220569.509264             0                         -1.33357946914            -0.159020362829           0                         999.935168196             
12740000                  230366.428957             -80343.3773584            215901.906673             0                         -1.2986873997             -0.306361793841           0                         999.935066259             
12760000                  233714.935193             -105842.296849            208374.852441             0                         -1.24886849796            -0.444741666797           0                         999.934964323             
12780000                  237128.981567             -130210.817939            198179.960618             0                         -1.18595499559            -0.572973449673           0                         999.934862386             
12800000                  240609.916731             -153205.485981            185529.542378             0                         -1.11178894404            -0.690170244035           0                         999.934760449             
12820000                  244159.108911             -174619.46836             170650.847446             0                         -1.02818482046            -0.79572086737            0                         999.934658512             
12840000                  247777.945734             -194281.684184            153780.81019              0                         -0.936898715195           -0.889263506139           0                         999.934556575             
12860000                  251467.834021             -212055.380469            135161.337524             0                         -0.839603717996           -0.970658049785           0                         999.934454639             
12880000                  255230.199527             -227836.274033            115035.155433             0                         -0.737871017221           -1.0399580365             0                         999.934352702             
12900000                  259066.486641             -241550.367957            93642.2139885             0                         -0.633156160239           -1.0973829707             0                         999.934250765             
12920000                  262978.15804              -253151.539987            71216.6371614             0                         -0.526789888367           -1.14329161368            0                         999.934148828             
12940000                  266966.694304             -262618.98841             47984.193168              0                         -0.419972950161           -1.17815670512            0                         999.934046891             
12960000                  271033.593486             -269954.609078            24160.2532173             0                         -0.313774307178           -1.20254144662            0                         999.933944955             
12980000                  275180.37065              -275180.365774            -51.7989498468            0                         -0.209132171825           -1.21707796765            0                         999.933843018             
13000000                  279408.557364             -278335.705261            -24461.7477986            0                         -0.106857353171           -1.22244790132            0                         999.933741081             
13020000                  283719.701164             -279475.058269            -48893.3598187            0                         -0.00763843027846         -1.21936511986            0                         999.933639144             
13040000                  288115.364978             -278665.458595            -73184.8735924            0                         0.0879516795844           -1.20856061673            0                         999.933537207             
13060000                  292597.126522             -275984.304271            -97189.2084824            0                         0.179448140619            -1.19076947334            0                         999.933435271             
13080000                  297166.577667             -271517.27765             -120773.932699            0                         0.266485939181            -1.16671981072            0                         999.933333334             
13100000                  301825.323769             -265356.435054            -143821.029214            0                         0.348791230375            -1.13712359972            0                         999.933231397             
13120000                  306574.982987             -257598.471396            -166226.495266            0                         0.426172529824            -1.10266918508            0                         999.93312946              
13140000                  311417.18556              -248343.160847            -187899.808203            0                         0.498511947629            -1.06401536806            0                         999.933027523             
13160000                  316353.57307              -237691.971049            -208763.287226            0                         0.565756622989            -1.02178688777            0                         999.932925587             
13180000                  321385.797682             -225746.845562            -228751.377419            0                         0.627910483476            -0.976571141595           0                         999.93282365              
13200000                  326515.521361             -212609.147089            -247809.87927             0                         0.685026422539            -0.928915989214           0                         999.932721713             
13220000                  331744.41507              -198378.752378            -265895.143873            0                         0.737198962406            -0.87932849157            0                         999.932619776             
13240000                  337074.157958             -183153.288629            -282973.251082            0                         0.784557446931            -0.828274445354           0                         999.932517839             
13260000                  342506.436521             -167027.500515            -299019.185221            0                         0.827259789944            -0.776178583703           0                         999.932415903             
13280000                  348042.943758             -150092.73659             -314016.020487            0                         0.86548678891             -0.723425325134           0                         999.932313966             
13300000                  353685.378306             -132436.543787            -327954.125904            0                         0.899437000938            -0.670359964232           0                         999.932212029             
13320000                  359435.443574             -114142.358869            -340830.397719            0                         0.929322168057            -0.617290209122           0                         999.932110092             
13340000                  365294.846855             -95289.2860575            -352647.525302            0                         0.955363170879            -0.564487982009           0                         999.932008155             
13360000                  371265.298436             -75951.9505144            -363413.295073            0                         0.977786483952            -0.512191409827           0                         999.931906219             
13380000                  377348.5107               -56200.4179635            -373139.935611            0                         0.996821102025            -0.460606942133           0                         999.931804282             
13400000                  383546.197216             -36100.1713439            -381843.505939            0                         1.01269590383             -0.409911542754           0                         999.931702345             
13420000                  389860.071835             -15712.1361118            -389543.328001            0                         1.02563741848             -0.360254910286           0                         999.931600408             
13440000                  396291.847766             4907.25352213             -396261.463517            0                         1.03586795922             -0.31176169031            0                         999.931498472             
13460000                  402843.236665             25705.9544127             -402022.234751            0                         1.04360408936             -0.264533649091           0                         999.931396535             
13480000                  409515.947711             46636.1866507             -406851.788155            0                         1.04905538645             -0.21865178477            0                         999.931294598             
13500000                  416311.68669              67654.2837296             -410777.699453            0                         1.05242347187             -0.174178357353           0                         999.931192661             
13520000                  423232.155069             88720.5256951             -413828.618397            0                         1.05390127467             -0.131158823552           0                         999.931090724             
13540000                  430279.049085             109798.959671             -416033.951182            0                         1.05367250088             -0.0896236665361          0                         999.930988788             
13560000                  437454.058826             130857.211599             -417423.578342            0                         1.05191128096             -0.0495901140492          0                         999.930886851             
13580000                  444758.867323             151866.292497             -418027.605865            0                         1.0487819707              -0.0110637412349          0                         999.930784914             
13600000                  452195.149643             172800.40209              -417876.1472              0                         1.04443908286             0.0259600431059           0                         999.930682977             
13620000                  459764.571994             193636.732189             -416999.133822            0                         1.03902732894             0.0614946261799           0                         999.93058104              
13640000                  467468.79083              214355.271869             -415426.152068            0                         1.03268175268             0.095560934573            0                         999.930479104             
13660000                  475309.451974             234938.616088             -413186.303993            0                         1.02552793863             0.128186287899            0                         999.930377167             
13680000                  483288.189746             255371.779099             -410308.090083            0                         1.01768228138             0.159403358353            0                         999.93027523              
13700000                  491406.6261               275642.013758             -406819.311767            0                         1.00925230229             0.189249231117            0                         999.930173293             
13720000                  499666.369785             295738.63753              -402746.991753            0                         1.00033700271             0.217764560103            0                         999.930071356             
13740000                  508069.015508             315652.865857             -398117.310343            0                         0.991027243704            0.244992813175            0                         999.92996942              
13760000                  516616.143118             335377.653303             -392955.556004            0                         0.981406143958            0.270979600899            0                         999.929867483             
13780000                  525309.316809             354907.542784             -387286.088573            0                         0.971549488664            0.295772082775            0                         999.929765546             
13800000                  534150.08434              374238.523029             -381132.313616            0                         0.961526143275            0.319418444999            0                         999.929663609             
13820000                  543139.976272             393367.89433              -374516.666565            0                         0.951398467032            0.341967443933            0                         999.929561672             
13840000                  552280.505229             412294.142517             -367460.605374            0                         0.941222722065            0.36346800964             0                         999.929459736             
13860000                  561573.165183             431016.821041             -359984.610551            0                         0.931049474605            0.383968904101            0                         999.929357799             
13880000                  571019.430761             449536.440985             -352108.191516            0                         0.920923985557            0.403518428984            0                         999.929255862             
13900000                  580620.756575             467854.368756             -343849.898359            0                         0.910886588255            0.422164178119            0                         999.929153925             
13920000                  590378.576585             485972.731191             -335227.33813             0                         0.900973051772            0.439952830169            0                         999.929051988             
13940000                  600294.303487             503894.327778             -326257.194912            0                         0.891214928539            0.456929977246            0                         999.928950052             
13960000                  610369.328127             521622.54966              -316955.253               0                         0.881639885482            0.473139985567            0                         999.928848115             
13980000                  620605.018953             539161.305096             -307336.422569            0                         0.872272018136            0.488625884534            0                         999.928746178             
14000000                  631002.721492             556514.951029             -297414.767305            0                         0.863132147525            0.503429280908            0                         999.928644241             
14020000                  641563.757863             573688.230423             -287203.53354             0                         0.854238099766            0.517590295036            0                         999.928542304             
14040000                  652289.426326             590686.215016             -276715.180443            0                         0.845604968586            0.531147516375            0                         999.928440368             
14060000                  663181.000862             607514.253159             -265961.410948            0                         0.837245361067            0.544137975777            0                         999.928338431             
14080000                  674239.73079              624177.922402             -254953.203081            0                         0.829169627052            0.556597132282            0                         999.928236494             
14100000                  685466.840422             640682.986515             -243700.841419            0                         0.821386072747            0.568558872355            0                         999.928134557             
14120000                  696863.528754             657035.356619             -232213.948462            0                         0.813901159122            0.580055519729            0                         999.92803262              
14140000                  708430.969193             673241.056146             -220501.515712            0                         0.80671968576             0.591117854217            0                         999.927930684             
14160000                  720170.309325             689306.189335             -208571.934301            0                         0.799844960848            0.601775138017            0                         999.927828747             
14180000                  732082.670718             705236.912991             -196433.025027            0                         0.793278958008            0.612055148206            0                         999.92772681              
14200000                  744169.148766             721039.41126              -184092.067687            0                         0.787022460693            0.621984214278            0                         999.927624873             
14220000                  756430.812568             736719.87317              -171555.829624            0                         0.781075194874            0.631587259696            0                         999.927522936             
14240000                  768868.704844             752284.472716             -158830.593397            0                         0.775435950705            0.640887846583            0                         999.927421                
14260000                  781483.841897             767739.351274             -145922.183551            0                         0.770102693888            0.649908222753            0                         999.927319063             
14280000                  794277.213603             783090.602146             -132835.992407            0                         0.765072667397            0.65866937042             0                         999.927217126             
14300000                  807249.783436             798344.257046             -119577.004889            0                         0.760342484228            0.667191055982            0                         999.927115189             
14320000                  820402.488538             813506.274358             -106149.822328            0                         0.755908211795            0.675491880392            0                         999.927013252             
14340000                  833736.239818             828582.529001             -92558.6852712            0                         0.751765448581            0.683589329665            0                         999.926911316             
14360000                  847251.922082             843578.803764             -78807.4952745            0                         0.747909393615            0.691499825168            0                         999.926809379             
14380000                  860950.394201             858500.781946             -64899.8356985            0                         0.744334909314            0.699238773378            0                         999.926707442             
14400000                  874832.48931              873354.041208             -50838.9915138            0                         0.741036578209            0.706820614848            0                         999.926605505             
14420000                  888899.015033             888144.048495             -36627.9681383            0                         0.73800875404             0.71425887217             0                         999.926503568             
14440000                  903150.753737             902876.15592              -22269.509328             0                         0.735245607667            0.721566196767            0                         999.926401632             
14460000                  917588.46282              917555.597537             -7766.11414062            0                         0.732741168224            0.728754414371            0                         999.926299695             
14480000                  932212.87502              932187.486873             6879.94699169             0                         0.730489359926            0.735834569074            0                         999.926197758             
14500000                  947024.698743             946776.815166             21666.6170582             0                         0.728484034876            0.742816965889            0                         999.926095821             
14520000                  962024.618426             961328.450221             36592.0381006             0                         0.726719002241            0.749711211743            0                         999.925993884             
14540000                  977213.294906             975847.135817             51654.5376476             0                         0.725188054099            0.75652625488             0                         999.925891948             
14560000                  992591.365826             990337.491594             66852.6159229             0                         0.723884988259            0.76327042264             0                         999.925790011             
14580000                  1008159.44604             1004804.01338             82184.9337901             0                         0.722803628337            0.769951457623            0                         999.925688074             
14600000                  1023918.12805             1019251.07387             97650.3014068             0                         0.721937841321            0.776576552229            0                         999.925586137             
14620000                  1039867.98244             1033682.92367             113247.667552             0                         0.721281552884            0.783152381599            0                         999.925484201             
14640000                  1056009.55834             1048103.69261             128976.109599             0                         0.720828760629            0.789685134978            0                         999.925382264             
14660000                  1072343.3839              1062517.39126             144834.824094             0                         0.720573545498            0.79618054554             0                         999.925280327             
14680000                  1088869.96676             1076927.91274             160823.117927             0                         0.720510081496            0.802643918695            0                         999.92517839              
14700000                  1105589.79452             1091339.03467             176940.40004              0                         0.720632643913            0.809080158944            0                         999.925076453             
14720000                  1122503.33528             1105754.42121             193186.17367              0                         0.720935616192            0.815493795306            0                         999.924974517             
14740000                  1139611.03807             1120177.62534             209560.029083             0                         0.721413495582            0.821889005379            0                         999.92487258              
14760000                  1156913.33341             1134612.09116             226061.636771             0                         0.722060897698            0.82826963808             0                         999.924770643             
14780000                  1174410.63376             1149061.15629             242690.741099             0                         0.722872560115            0.834639235113            0                         999.924668706             
14800000                  1192103.3341              1163528.05435             259447.154362             0                         0.723843345093            0.841001051228            0                         999.924566769             
14820000                  1209991.81233             1178015.91747             276330.751243             0                         0.724968241527            0.847358073307            0                         999.924464833             
14840000                  1228076.42986             1192527.77884             293341.463633             0                         0.726242366215            0.853713038344            0                         999.924362896             
14860000                  1246357.53209             1207066.57525             310479.275805             0                         0.727660964529            0.860068450362            0                         999.924260959             
14880000                  1264835.44886             1221635.14971             327744.219919             0                         0.729219410541            0.866426596318            0                         999.924159022             
14900000                  1283510.49501             1236236.25398             345136.371825             0                         0.730913206691            0.872789561054            0                         999.924057085             
14920000                  1302382.97083             1250872.55115             362655.84717              0                         0.732737983038            0.879159241328            0                         999.923955149             
14940000                  1321453.16254             1265546.61818             380302.797764             0                         0.734689496166            0.88553735899             0                         999.923853212             
14960000                  1340721.34278             1280260.94842             398077.408208             0                         0.736763627772            0.89192547333             0                         999.923751275             
14980000                  1360187.77108             1295017.95409             415979.892761             0                         0.738956382996            0.898324992654            0                         999.923649338             
15000000                  1379852.69431             1309819.96872             434010.492431             0                         0.741263888521            0.904737185134            0                         999.923547401             
15020000                  1399716.34714             1324669.24958             452169.472269             0                         0.743682390485            0.911163188954            0                         999.923445465             
15040000                  1419778.95246             1339567.98004             470457.118874             0                         0.746208252234            0.917604021816            0                         999.923343528             
15060000                  1440040.72188             1354518.2719              488873.738066             0                         0.748837951941            0.924060589819            0                         999.923241591             
15080000                  1460501.85607             1369522.16762             507419.652741             0                         0.751568080119            0.930533695766            0                         999.923139654             
15100000                  1481162.54524             1384581.6426              526095.200884             0                         0.754395337051            0.937024046927            0                         999.923037717             
15120000                  1502022.96952             1399698.60732             544900.733731             0                         0.757316530157            0.943532262277            0                         999.922935781             
15140000                  1523083.29934             1414874.90944             563836.61407              0                         0.760328571309            0.950058879267            0                         999.922833844             
15160000                  1544343.69587             1430112.3359              582903.214677             0                         0.763428474119            0.956604360126            0                         999.922731907             
15180000                  1565804.31132             1445412.61488             602100.916869             0                         0.76661335121             0.963169097753            0                         999.92262997              
15200000                  1587465.28938             1460777.41781             621430.109173             0                         0.769880411481            0.969753421197            0                         999.922528033             
15220000                  1609326.76551             1476208.36123             640891.186103             0                         0.77322695737             0.976357600771            0                         999.922426097             
15240000                  1631388.86732             1491707.00861             660484.547031             0                         0.776650382148            0.982981852803            0                         999.92232416              
15260000                  1653651.7149              1507274.87223             680210.595154             0                         0.780148167216            0.989626344079            0                         999.922222223             
15280000                  1676115.42114             1522913.4148              700069.736541             0                         0.783717879447            0.996291195953            0                         999.922120286             
15300000                  1698780.09203             1538624.05123             720062.379269             0                         0.787357168554            1.00297648819             0                         999.922018349             
15320000                  1721645.82696             1554408.15024             740188.932623             0                         0.791063764505            1.00968226252             0                         999.921916413             
15340000                  1744712.71905             1570267.03589             760449.806371             0                         0.794835474975            1.01640852595             0                         999.921814476             
15360000                  1767980.85539             1586201.9892              780845.410097             0                         0.798670182857            1.02315525386             0                         999.921712539             
15380000                  1791450.31732             1602214.24955             801376.152605             0                         0.802565843813            1.02992239284             0                         999.921610602             
15400000                  1815121.1807              1618305.01613             822042.44136              0                         0.806520483886            1.03670986333             0                         999.921508665             
15420000                  1838993.51619             1634475.44937             842844.681998             0                         0.810532197168            1.04351756209             0                         999.921406729             
15440000                  1863067.38942             1650726.67223             863783.277872             0                         0.814599143519            1.05034536449             0                         999.921304792             
15460000                  1887342.86131             1667059.77148             884858.629646             0                         0.81871954635             1.05719312658             0                         999.921202855             
15480000                  1911819.98823             1683475.79901             906071.134929             0                         0.822891690462            1.06406068709             0                         999.921100918             
